period,renewable_energy,energy_demand,E_toH2,E_fromH2,H_storage,H_sell,H_buy,η_toH2,η_fromH2,inv_η_toH2,inv_η_fromH2
1,0,190.0,10.0,0.0,4.785000028500003,0.0,0.0,0.95,0.0,1.0526315789473684,0.0
2,0,190.0,10.0,0.0,5.070000057000059,0.0,0.0,0.95,0.6,1.052631578947529,1.6666666666666667
3,0,190.0,10.0,0.0,5.355000085500063,0.0,0.0,0.95,0.6,1.0526315789473684,1.6666666666666667
4,20,190.0,30.0,0.0,6.147000164700075,0.0,0.0,0.88,0.6,1.1363636363636367,1.6666666666666667
5,30,150.0,0.0,3.3813085033489036,6.089833923009377,0.0,0.0,0.0,0.20287851020093384,0.0,0.5635514172245797
6,40,150.0,0.0,3.382183342602825,6.032638096474894,0.0,0.0,0.9,0.20293100055616953,1.1111111111111112,0.5636972237671367
7,40,150.0,0.0,5.0786635217888225,5.9036739677407395,0.0,0.0,0.0,0.3047198113073294,0.0,0.8464439202981372
8,50,60.0,0.0,6.765441262353079,5.674817967483391,0.0,0.0,0.0,0.40592647574119295,0.0,1.1275735437255128
9,70,110.0,0.0,40.0,3.3671254290218324,0.0,0.0,0.0,0.520000000000003,0.0,1.9230769230769316
10,80,110.0,0.0,30.0,1.730761629021818,0.0,0.0,0.9,0.55,1.1111111111111112,1.8181818181818163
11,90,150.0,66.25,0.0,3.295918035537464,0.0,0.0,0.7874999999999992,0.0,1.2700320512820513,0.0
12,80,150.0,0.0,36.09797237781056,1.2576675920103881,0.0,0.0,0.95,0.5317060828665676,1.0526315789473684,1.882146563403605
13,100,150.0,0.0,5.075482013177289,1.128864990799697,0.0,0.0,0.0,0.30452892079063737,0.0,0.8459136688628816
14,70,150.0,0.0,5.076711098993084,1.0,0.0,0.0,0.0,0.304602665939585,0.0,0.8461185164988474
15,70,150.0,33.185185185185205,0.0,1.8665758891267252,0.0,0.0,0.8704444444444444,0.6,1.1491384432560903,1.6666666666666667
16,60,150.0,34.770125239542566,0.0,2.769580079072211,0.0,0.0,0.8656896242813628,0.0,1.1554951547040377,0.0
17,50,150.0,36.223969114833636,0.0,3.705601869292705,0.0,0.0,0.8613280926554989,0.6,1.161326079337568,1.6666666666666667
18,30,150.0,36.476250095877205,0.0,4.647314327358806,0.0,0.0,0.8605712497123685,0.0,1.162337901454053,0.0
19,30,60.0,0.0,30.0,3.010950527358798,0.0,0.0,0.0,0.55,0.0,1.8181818181818186
20,10,150.0,0.0,5.839483131356758,2.840452694102001,0.0,0.0,0.0,0.3503689878814335,0.0,0.9732471885595315
21,10,150.0,0.0,22.42523454940673,1.6651825047011906,0.0,0.0,0.0,0.5727242963517796,0.0,1.746945788957027
22,0,150.0,37.36823695049641,0.0,2.6269236341837896,0.0,0.0,0.8578952891485114,0.0,1.1659153888388896,0.0
23,0,30.0,36.029625314639006,0.0,3.558553776436544,0.0,0.0,0.8619111240560831,0.0,1.160546625593472,0.0
24,0,0.0,36.46443600757286,0.0,4.5,0.0,0.0,0.8606066919772792,0.6,1.162290518746947,1.6666666666666667
